datetime,type,type_yellow,type_red,count,from,direction,transgression,comment,location
25/06/2025 17:16,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:16,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:16,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:16,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:17,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:17,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:17,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:17,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:17,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:18,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:18,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:18,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:18,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:18,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:19,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:19,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:19,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:20,delivery bike,NA,NA,3,,,wrong side,,Newcomen Bridge SW
25/06/2025 17:20,bike,NA,NA,5,,,,,Newcomen Bridge SW
25/06/2025 17:20,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:20,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:20,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:20,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:20,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:20,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:20,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:21,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:21,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:21,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:21,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:21,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:21,cargo bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:21,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:21,bike,NA,NA,1,,,on road,,Newcomen Bridge SW
25/06/2025 17:21,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:22,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:22,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:22,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:22,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:22,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:22,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:22,bike,NA,NA,5,,,,,Newcomen Bridge SW
25/06/2025 17:23,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:23,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:23,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:23,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:23,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:23,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:24,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:24,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:24,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:24,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:24,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:24,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:24,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:24,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:25,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:25,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:25,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:25,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:25,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:25,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:25,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:25,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:25,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:25,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:26,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:26,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:26,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:26,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:26,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:26,cargo bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:26,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:26,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:26,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:26,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:27,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:27,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:27,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:27,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:27,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:27,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:27,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:27,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:27,cargo bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:28,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:28,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:28,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:28,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:28,bike,NA,NA,8,,,,,Newcomen Bridge SW
25/06/2025 17:28,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:28,bike,NA,NA,5,,,,,Newcomen Bridge SW
25/06/2025 17:28,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:28,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:29,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:29,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:29,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:29,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:29,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:29,delivery bike,NA,NA,1,,,on road,,Newcomen Bridge SW
25/06/2025 17:29,bike,NA,NA,1,,,,w child,Newcomen Bridge SW
25/06/2025 17:30,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:30,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:30,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:30,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:31,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:31,bike,NA,NA,3,,,over red,,Newcomen Bridge SW
25/06/2025 17:31,cargo bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:31,bike,NA,NA,5,,,,,Newcomen Bridge SW
25/06/2025 17:31,bike,NA,NA,1,,,on road,,Newcomen Bridge SW
25/06/2025 17:31,bike,NA,NA,2,,,on path,,Newcomen Bridge SW
25/06/2025 17:32,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:32,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:32,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:32,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:32,bike,NA,NA,2,,,over red,,Newcomen Bridge SW
25/06/2025 17:32,delivery bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:32,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:33,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:34,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:34,bike,NA,NA,6,,,over red,,Newcomen Bridge SW
25/06/2025 17:34,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:34,bike,NA,NA,1,,,"over red,on road",,Newcomen Bridge SW
25/06/2025 17:34,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:35,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:35,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:35,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:35,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:35,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:35,bike,NA,NA,6,,,,,Newcomen Bridge SW
25/06/2025 17:35,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:35,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:36,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:36,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:36,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:36,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:37,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:37,bike,NA,NA,4,,,over red,,Newcomen Bridge SW
25/06/2025 17:37,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:37,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:37,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:37,bike,NA,NA,6,,,,,Newcomen Bridge SW
25/06/2025 17:37,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:37,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:38,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:38,bike,NA,NA,5,,,,,Newcomen Bridge SW
25/06/2025 17:38,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:38,bike,NA,NA,7,,,,,Newcomen Bridge SW
25/06/2025 17:38,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:38,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:38,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:38,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:39,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:39,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:39,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:39,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:39,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:40,bike,NA,NA,1,,,wrong side,,Newcomen Bridge SW
25/06/2025 17:40,bike,NA,NA,7,,,over red,,Newcomen Bridge SW
25/06/2025 17:40,bike,NA,NA,6,,,,,Newcomen Bridge SW
25/06/2025 17:40,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:40,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:41,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:41,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:41,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:41,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:41,bike,NA,NA,13,,,,,Newcomen Bridge SW
25/06/2025 17:42,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:42,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:42,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:42,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:43,bike,NA,NA,1,,,on road,,Newcomen Bridge SW
25/06/2025 17:42,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:43,bike,NA,NA,5,,,,,Newcomen Bridge SW
25/06/2025 17:43,bike,NA,NA,2,,,on path,,Newcomen Bridge SW
25/06/2025 17:43,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:43,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:43,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:44,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:44,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:44,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:44,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:44,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:45,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:45,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:45,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:45,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:45,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:45,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:45,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:45,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:45,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:46,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:46,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:46,bike,NA,NA,2,,,over red,,Newcomen Bridge SW
25/06/2025 17:46,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:46,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:47,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:47,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:47,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:47,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:47,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:47,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:47,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:47,bike,NA,NA,5,,,,,Newcomen Bridge SW
25/06/2025 17:47,bike,NA,NA,1,,,,w child,Newcomen Bridge SW
25/06/2025 17:47,bike,NA,NA,6,,,,,Newcomen Bridge SW
25/06/2025 17:48,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:48,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:48,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:48,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:48,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:48,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:49,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:49,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:49,bike,NA,NA,6,,,,,Newcomen Bridge SW
25/06/2025 17:49,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:49,bike,NA,NA,1,,,wrong side,,Newcomen Bridge SW
25/06/2025 17:49,bike,NA,NA,6,,,,,Newcomen Bridge SW
25/06/2025 17:50,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:50,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:50,bike,NA,NA,7,,,,,Newcomen Bridge SW
25/06/2025 17:50,bike,NA,NA,2,,,over red,,Newcomen Bridge SW
25/06/2025 17:50,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:51,bike,NA,NA,2,,,over red,,Newcomen Bridge SW
25/06/2025 17:51,bike,NA,NA,1,,,on road,,Newcomen Bridge SW
25/06/2025 17:51,bike,NA,NA,9,,,,,Newcomen Bridge SW
25/06/2025 17:51,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:51,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:51,delivery bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:52,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:52,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:52,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:52,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:52,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:52,bike,NA,NA,1,,,wrong side,,Newcomen Bridge SW
25/06/2025 17:52,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:53,bike,NA,NA,1,,,on road,,Newcomen Bridge SW
25/06/2025 17:53,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:53,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:53,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:54,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:54,delivery bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:54,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:54,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:54,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 17:54,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:54,bike,NA,NA,1,,,"on road,wrong side",,Newcomen Bridge SW
25/06/2025 17:54,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:55,bike,NA,NA,1,,,wrong side,,Newcomen Bridge SW
25/06/2025 17:55,bike,NA,NA,6,,,,,Newcomen Bridge SW
25/06/2025 17:55,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:55,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:55,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:55,bike,NA,NA,2,,,on path,,Newcomen Bridge SW
25/06/2025 17:56,bike,NA,NA,1,,,on road,,Newcomen Bridge SW
25/06/2025 17:56,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:56,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:56,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:56,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:56,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:56,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:56,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:56,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:57,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 17:57,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:57,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 17:57,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:58,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:58,bike,NA,NA,1,,,on road,,Newcomen Bridge SW
25/06/2025 17:58,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:58,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:58,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:58,bike,NA,NA,2,,,over red,,Newcomen Bridge SW
25/06/2025 17:59,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:59,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 17:59,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 17:59,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:59,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 17:59,bike,NA,NA,2,,,on path,,Newcomen Bridge SW
25/06/2025 17:59,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 18:00,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:00,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 18:00,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 18:00,bike,NA,NA,1,,,,w child,Newcomen Bridge SW
25/06/2025 18:00,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:00,bike,NA,NA,5,,,,,Newcomen Bridge SW
25/06/2025 18:01,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:01,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:01,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:01,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 18:01,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 18:01,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:02,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 18:02,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 18:02,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:02,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 18:03,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 18:03,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:03,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:03,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:04,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 18:04,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:04,bike,NA,NA,3,,,over red,,Newcomen Bridge SW
25/06/2025 18:04,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 18:04,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:04,bike,NA,NA,7,,,,,Newcomen Bridge SW
25/06/2025 18:04,bike,NA,NA,7,,,,,Newcomen Bridge SW
25/06/2025 18:04,bike,NA,NA,1,,,,w child,Newcomen Bridge SW
25/06/2025 18:05,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:05,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:05,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:05,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:05,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:06,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 18:06,bike,NA,NA,1,,,over red,,Newcomen Bridge SW
25/06/2025 18:06,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:06,bike,NA,NA,1,,,wrong side,,Newcomen Bridge SW
25/06/2025 18:06,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 18:06,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:06,bike,NA,NA,1,,,wrong side,,Newcomen Bridge SW
25/06/2025 18:06,bike,NA,NA,2,,,on path,,Newcomen Bridge SW
25/06/2025 18:06,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:07,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:07,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:07,bike,NA,NA,2,,,over red,,Newcomen Bridge SW
25/06/2025 18:07,bike,NA,NA,1,,,on road,,Newcomen Bridge SW
25/06/2025 18:07,bike,NA,NA,7,,,,,Newcomen Bridge SW
25/06/2025 18:08,bike,NA,NA,1,,,two on one bike,,Newcomen Bridge SW
25/06/2025 18:08,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:08,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 18:08,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 18:08,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:08,delivery bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:08,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 18:09,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:09,bike,NA,NA,1,,,wrong side,,Newcomen Bridge SW
25/06/2025 18:09,bike,NA,NA,1,,,on path,,Newcomen Bridge SW
25/06/2025 18:09,bike,NA,NA,2,,,,,Newcomen Bridge SW
25/06/2025 18:09,bike,NA,NA,3,,,,,Newcomen Bridge SW
25/06/2025 18:09,bike,NA,NA,4,,,,,Newcomen Bridge SW
25/06/2025 18:09,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:09,bike,NA,NA,4,,,over red,,Newcomen Bridge SW
25/06/2025 18:10,bike,NA,NA,2,,,over red,,Newcomen Bridge SW
25/06/2025 18:10,bike,NA,NA,1,,,,,Newcomen Bridge SW
25/06/2025 18:10,bike,NA,NA,1,,,on road,,Newcomen Bridge SW
15/08/2025 16:23,bike,,,6,,,,,Marino Crescent Park
15/08/2025 16:24,,,bike,2,,,,,Marino Crescent Park
15/08/2025 16:24,,,bike,2,,,over red,,Marino Crescent Park
